,depth,observer,instrument,comments,geometry,state,date,Location,site
10234,8,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87853523167978 39.90715248629634),CO,2021-05-12,Fraser,SNB
10235,5,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87852721575585 39.907166061664526),CO,2021-05-12,Fraser,SNB
10236,0,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87851919982879 39.90717963703218),CO,2021-05-12,Fraser,SNB
10237,6,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87851118389861 39.90719321239927),CO,2021-05-12,Fraser,SNB
10238,5,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87850316796529 39.90720678776582),CO,2021-05-12,Fraser,SNB
10239,3,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87833138095675 39.907221603748646),CO,2021-05-12,Fraser,SNB
10240,5,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87836665885492 39.90723575213983),CO,2021-05-12,Fraser,SNB
10241,6,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87840193676745 39.90724990052008),CO,2021-05-12,Fraser,SNB
10242,5,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87843721469437 39.9072640488894),CO,2021-05-12,Fraser,SNB
10243,6,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87847249263567 39.90727819724781),CO,2021-05-12,Fraser,SNB
10244,6,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87850777059131 39.90729234559528),CO,2021-05-12,Fraser,SNB
10245,5,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87854304856135 39.90730649393184),CO,2021-05-12,Fraser,SNB
10246,5,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87857832654576 39.90732064225746),CO,2021-05-12,Fraser,SNB
10247,6,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87861360454453 39.90733479057216),CO,2021-05-12,Fraser,SNB
10248,8,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87864888255768 39.90734893887595),CO,2021-05-12,Fraser,SNB
10249,8,"S.Kinney, E.Collett",Snow Depth Probe,,POINT (-105.87798228306953 39.90736840362959),CO,2021-05-12,Fraser,SNB
10250,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88256965645665 39.905648754516015),CO,2021-05-12,Fraser,SNA
10251,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88256389629782 39.905655708841714),CO,2021-05-12,Fraser,SNA
10252,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88255813602225 39.905662654158256),CO,2021-05-12,Fraser,SNA
10253,4.5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88255237586112 39.90566960848342),CO,2021-05-12,Fraser,SNA
10254,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88254661569883 39.90567656280827),CO,2021-05-12,Fraser,SNA
10255,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88254085541979 39.90568350812398),CO,2021-05-12,Fraser,SNA
10256,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88253509525518 39.90569046244826),CO,2021-05-12,Fraser,SNA
10257,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88252933508943 39.905697416772284),CO,2021-05-12,Fraser,SNA
10258,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88252357480691 39.90570436208716),CO,2021-05-12,Fraser,SNA
10259,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88251781463883 39.90571131641061),CO,2021-05-12,Fraser,SNA
10260,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.8825120544696 39.90571827073379),CO,2021-05-12,Fraser,SNA
10261,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88250629418363 39.9057252160478),CO,2021-05-12,Fraser,SNA
10262,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88250053401208 39.9057321703704),CO,2021-05-12,Fraser,SNA
10263,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88249477383938 39.90573912469272),CO,2021-05-12,Fraser,SNA
10264,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88248901354993 39.9057460700059),CO,2021-05-12,Fraser,SNA
10265,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88248325337491 39.905753024327666),CO,2021-05-12,Fraser,SNA
10266,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88247749319875 39.905759978649144),CO,2021-05-12,Fraser,SNA
10267,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88247173290581 39.90576692396147),CO,2021-05-12,Fraser,SNA
10268,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88246597272733 39.90577387828238),CO,2021-05-12,Fraser,SNA
10269,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88246021254768 39.905780832603014),CO,2021-05-12,Fraser,SNA
10270,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.8824544522513 39.90578777791449),CO,2021-05-12,Fraser,SNA
10271,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88244869206935 39.90579473223457),CO,2021-05-12,Fraser,SNA
10272,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88244293188623 39.905801686554376),CO,2021-05-12,Fraser,SNA
10273,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243717158636 39.90580863186501),CO,2021-05-12,Fraser,SNA
10274,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243141140094 39.90581558618423),CO,2021-05-12,Fraser,SNA
10275,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88242565121436 39.90582254050317),CO,2021-05-12,Fraser,SNA
10276,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88241989091102 39.905829485812966),CO,2021-05-12,Fraser,SNA
10277,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88241413072213 39.905836440131345),CO,2021-05-12,Fraser,SNA
10278,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240837053208 39.90584339444945),CO,2021-05-12,Fraser,SNA
10279,6.5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240261022528 39.905850339758395),CO,2021-05-12,Fraser,SNA
10280,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.8823968500329 39.905857294075936),CO,2021-05-12,Fraser,SNA
10281,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88238314798954 39.905883526641226),CO,2021-05-12,Fraser,SNA
10282,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88235262409457 39.90593601550611),CO,2021-05-12,Fraser,SNA
10283,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88233736271471 39.905962259931094),CO,2021-05-12,Fraser,SNA
10284,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88232210132337 39.905988504354085),CO,2021-05-12,Fraser,SNA
10285,8,D.Craaybeek,Snow Depth Probe,,POINT (-105.88230683875074 39.906014748783996),CO,2021-05-12,Fraser,SNA
10286,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88229157733639 39.906040993202964),CO,2021-05-12,Fraser,SNA
10287,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88227631591053 39.90606723761997),CO,2021-05-12,Fraser,SNA
10288,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88226105330341 39.90609348204385),CO,2021-05-12,Fraser,SNA
10289,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88225982913576 39.90611961965593),CO,2021-05-12,Fraser,SNA
10290,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88225487225871 39.906128369805835),CO,2021-05-12,Fraser,SNA
10291,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88224991409507 39.906137110955534),CO,2021-05-12,Fraser,SNA
10292,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88224495721552 39.90614586110502),CO,2021-05-12,Fraser,SNA
10293,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88224000033475 39.90615461125428),CO,2021-05-12,Fraser,SNA
10294,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88223504216738 39.906163352403354),CO,2021-05-12,Fraser,SNA
10295,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88223008528408 39.90617210255219),CO,2021-05-12,Fraser,SNA
10296,4.5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88222512839957 39.90618085270083),CO,2021-05-12,Fraser,SNA
10297,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88222017022846 39.90618959384926),CO,2021-05-12,Fraser,SNA
10298,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88221521334145 39.906198343997474),CO,2021-05-12,Fraser,SNA
10299,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88221025645319 39.906207094145486),CO,2021-05-12,Fraser,SNA
10300,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88220529827835 39.906215835293295),CO,2021-05-12,Fraser,SNA
10301,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88220034138762 39.90622458544085),CO,2021-05-12,Fraser,SNA
10302,1,D.Craaybeek,Snow Depth Probe,,POINT (-105.88219538449562 39.90623333558822),CO,2021-05-12,Fraser,SNA
10303,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88219042631705 39.90624207673538),CO,2021-05-12,Fraser,SNA
10304,3.5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88218546942258 39.90625082688234),CO,2021-05-12,Fraser,SNA
10305,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88218051252684 39.90625957702906),CO,2021-05-12,Fraser,SNA
10306,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88217555434454 39.906268318175606),CO,2021-05-12,Fraser,SNA
10307,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88217059744633 39.90627706832192),CO,2021-05-12,Fraser,SNA
10308,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88216564054687 39.90628581846801),CO,2021-05-12,Fraser,SNA
10309,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88216068236083 39.90629455961392),CO,2021-05-12,Fraser,SNA
10310,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88215572545889 39.906303309759586),CO,2021-05-12,Fraser,SNA
10311,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.8821507685557 39.90631205990504),CO,2021-05-12,Fraser,SNA
10312,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88214581036593 39.90632080105032),CO,2021-05-12,Fraser,SNA
10313,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88214085346026 39.90632955119538),CO,2021-05-12,Fraser,SNA
10314,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88213589655332 39.90633830134019),CO,2021-05-12,Fraser,SNA
10315,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88213093835982 39.906347042484825),CO,2021-05-12,Fraser,SNA
10316,1,D.Craaybeek,Snow Depth Probe,,POINT (-105.88212598145041 39.906355792629235),CO,2021-05-12,Fraser,SNA
10317,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88212102453976 39.90636454277343),CO,2021-05-12,Fraser,SNA
10318,8,D.Craaybeek,Snow Depth Probe,,POINT (-105.88211606634252 39.90637328391744),CO,2021-05-12,Fraser,SNA
10319,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88211110942937 39.90638203406122),CO,2021-05-12,Fraser,SNA
10320,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.8820985538448 39.90640645591844),CO,2021-05-12,Fraser,SNA
10321,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88208599825144 39.906430877774305),CO,2021-05-12,Fraser,SNA
10322,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.8820734426493 39.906455299628796),CO,2021-05-12,Fraser,SNA
10323,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88206088703839 39.90647972148193),CO,2021-05-12,Fraser,SNA
10324,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88204833141869 39.9065041433337),CO,2021-05-12,Fraser,SNA
10325,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.8820357757902 39.9065285651841),CO,2021-05-12,Fraser,SNA
10326,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88202322015293 39.90655298703314),CO,2021-05-12,Fraser,SNA
10327,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88201066450688 39.90657740888081),CO,2021-05-12,Fraser,SNA
10328,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88199810885204 39.90660183072712),CO,2021-05-12,Fraser,SNA
10329,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88198555318843 39.906626252572075),CO,2021-05-12,Fraser,SNA
10330,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88199766365383 39.90662796240955),CO,2021-05-12,Fraser,SNA
10331,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88200977528962 39.90662967223685),CO,2021-05-12,Fraser,SNA
10332,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88202188575619 39.906631382071765),CO,2021-05-12,Fraser,SNA
10333,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88203399622334 39.90663309190542),CO,2021-05-12,Fraser,SNA
10334,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88205821832916 39.90663651156001),CO,2021-05-12,Fraser,SNA
10335,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.8820824404373 39.90663993120951),CO,2021-05-12,Fraser,SNA
10336,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88209455090735 39.90664164103681),CO,2021-05-12,Fraser,SNA
10337,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88210666137799 39.90664335086284),CO,2021-05-12,Fraser,SNA
10338,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88211877301897 39.90664506067869),CO,2021-05-12,Fraser,SNA
10339,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88213088349077 39.90664677050217),CO,2021-05-12,Fraser,SNA
10340,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88214299396313 39.906648480324364),CO,2021-05-12,Fraser,SNA
10341,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.8821672160794 39.90665189995607),CO,2021-05-12,Fraser,SNA
10342,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.8821793265535 39.90665360977446),CO,2021-05-12,Fraser,SNA
10343,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88219143819798 39.906655319582676),CO,2021-05-12,Fraser,SNA
10344,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88220354867325 39.906657029398524),CO,2021-05-12,Fraser,SNA
10345,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.8822156591491 39.9066587392131),CO,2021-05-12,Fraser,SNA
10346,1,D.Craaybeek,Snow Depth Probe,,POINT (-105.8822277707953 39.9066604490175),CO,2021-05-12,Fraser,SNA
10347,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.8822398812723 39.90666215882954),CO,2021-05-12,Fraser,SNA
10348,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88225199174988 39.90666386864031),CO,2021-05-12,Fraser,SNA
10349,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88226410339783 39.90666557844087),CO,2021-05-12,Fraser,SNA
10350,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88227621387658 39.90666728824908),CO,2021-05-12,Fraser,SNA
10351,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88228832435591 39.90666899805603),CO,2021-05-12,Fraser,SNA
10352,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88230043600561 39.9066707078528),CO,2021-05-12,Fraser,SNA
10353,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88231254648609 39.90667241765721),CO,2021-05-12,Fraser,SNA
10354,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88232465696714 39.90667412746033),CO,2021-05-12,Fraser,SNA
10355,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88233676861857 39.906675837253275),CO,2021-05-12,Fraser,SNA
10356,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.8823488791008 39.90667754705387),CO,2021-05-12,Fraser,SNA
10357,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.8823767458405 39.90666111744336),CO,2021-05-12,Fraser,SNA
10358,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88240461256684 39.906644687826265),CO,2021-05-12,Fraser,SNA
10359,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88243247927983 39.906628258202545),CO,2021-05-12,Fraser,SNA
10360,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88246034597944 39.90661182857227),CO,2021-05-12,Fraser,SNA
10361,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88248821266568 39.906595398935366),CO,2021-05-12,Fraser,SNA
10362,9,D.Craaybeek,Snow Depth Probe,,POINT (-105.88251607933856 39.906578969291886),CO,2021-05-12,Fraser,SNA
10363,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88254394599808 39.90656253964179),CO,2021-05-12,Fraser,SNA
10364,47,D.Craaybeek,Snow Depth Probe,,POINT (-105.88257181264423 39.9065461099851),CO,2021-05-12,Fraser,SNA
10365,17,D.Craaybeek,Snow Depth Probe,,POINT (-105.882599679277 39.90652968032182),CO,2021-05-12,Fraser,SNA
10366,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88262754589643 39.90651325065194),CO,2021-05-12,Fraser,SNA
10367,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88263801992352 39.90650896337046),CO,2021-05-12,Fraser,SNA
10368,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88264849406491 39.90650468509695),CO,2021-05-12,Fraser,SNA
10369,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88265896808937 39.90650039781362),CO,2021-05-12,Fraser,SNA
10370,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.8826694421125 39.90649611052935),CO,2021-05-12,Fraser,SNA
10371,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88267991624996 39.90649183225304),CO,2021-05-12,Fraser,SNA
10372,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88269039027047 39.906487544966886),CO,2021-05-12,Fraser,SNA
10373,2,D.Craaybeek,Snow Depth Probe,,POINT (-105.88270086428965 39.906483257679824),CO,2021-05-12,Fraser,SNA
10374,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88271133842314 39.906478979400696),CO,2021-05-12,Fraser,SNA
10375,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.8827218124397 39.906474692111736),CO,2021-05-12,Fraser,SNA
10376,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88273228645492 39.906470404821846),CO,2021-05-12,Fraser,SNA
10377,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88274276058446 39.90646612653992),CO,2021-05-12,Fraser,SNA
10378,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88275323459706 39.90646183924819),CO,2021-05-12,Fraser,SNA
10379,8,D.Craaybeek,Snow Depth Probe,,POINT (-105.88276370860834 39.9064575519555),CO,2021-05-12,Fraser,SNA
10380,25,D.Craaybeek,Snow Depth Probe,,POINT (-105.88277418273393 39.90645327367075),CO,2021-05-12,Fraser,SNA
10381,32,D.Craaybeek,Snow Depth Probe,,POINT (-105.88278465674257 39.9064489863762),CO,2021-05-12,Fraser,SNA
10382,41,D.Craaybeek,Snow Depth Probe,,POINT (-105.88279513074991 39.90644469908071),CO,2021-05-12,Fraser,SNA
10383,28,D.Craaybeek,Snow Depth Probe,,POINT (-105.88280560487154 39.90644042079317),CO,2021-05-12,Fraser,SNA
10384,9,D.Craaybeek,Snow Depth Probe,,POINT (-105.88281607887623 39.90643613349581),CO,2021-05-12,Fraser,SNA
10385,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.8828265528796 39.90643184619752),CO,2021-05-12,Fraser,SNA
10386,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.8828370269973 39.90642756790717),CO,2021-05-12,Fraser,SNA
10387,0,D.Craaybeek,Snow Depth Probe,bush,POINT (-105.88284750099804 39.906423280607),CO,2021-05-12,Fraser,SNA
10388,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.8828684491112 39.90641471501275),CO,2021-05-12,Fraser,SNA
10389,4,D.Craaybeek,Snow Depth Probe,,POINT (-105.88287892310798 39.90641042770978),CO,2021-05-12,Fraser,SNA
10390,1,D.Craaybeek,Snow Depth Probe,,POINT (-105.88288939710344 39.90640614040588),CO,2021-05-12,Fraser,SNA
10391,6,D.Craaybeek,Snow Depth Probe,,POINT (-105.88289987121323 39.90640186210991),CO,2021-05-12,Fraser,SNA
10392,5.5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88291034520606 39.906397574804146),CO,2021-05-12,Fraser,SNA
10393,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88292081919757 39.906393287497444),CO,2021-05-12,Fraser,SNA
10394,8,D.Craaybeek,Snow Depth Probe,,POINT (-105.88293129330341 39.90638900919867),CO,2021-05-12,Fraser,SNA
10395,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88294176729228 39.90638472189009),CO,2021-05-12,Fraser,SNA
10396,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.882968452427 39.90636740015881),CO,2021-05-12,Fraser,SNA
10397,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88299513754822 39.90635007842149),CO,2021-05-12,Fraser,SNA
10398,5,D.Craaybeek,Snow Depth Probe,,POINT (-105.88302182265598 39.906332756678125),CO,2021-05-12,Fraser,SNA
10399,7,D.Craaybeek,Snow Depth Probe,,POINT (-105.88304850775026 39.90631543492871),CO,2021-05-12,Fraser,SNA
10400,9,D.Craaybeek,Snow Depth Probe,,POINT (-105.88307519283106 39.90629811317325),CO,2021-05-12,Fraser,SNA
10401,3,D.Craaybeek,Snow Depth Probe,,POINT (-105.88310187789838 39.90628079141173),CO,2021-05-12,Fraser,SNA
10402,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88315524799262 39.90624614787058),CO,2021-05-12,Fraser,SNA
10403,0,D.Craaybeek,Snow Depth Probe,,POINT (-105.88318193301951 39.90622882609094),CO,2021-05-12,Fraser,SNA
10404,8,D.Craaybeek,Snow Depth Probe,Almost all new snow except for a couple shaded snow banks,POINT (-105.88320861803295 39.90621150430525),CO,2021-05-12,Fraser,SNA
10405,57,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89229804 40.5199709),CO,2021-02-18,Cameron Pass,COCPMR
10406,90,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.892256 40.51991107),CO,2021-02-18,Cameron Pass,COCPMR
10407,92,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89222452 40.51984602),CO,2021-02-18,Cameron Pass,COCPMR
10408,90,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89219702 40.51978149),CO,2021-02-18,Cameron Pass,COCPMR
10409,93,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89216194 40.5197167),CO,2021-02-18,Cameron Pass,COCPMR
10410,100,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89212705 40.51965241),CO,2021-02-18,Cameron Pass,COCPMR
10411,99,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89208832 40.51958406),CO,2021-02-18,Cameron Pass,COCPMR
10412,86,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89205082 40.51951624),CO,2021-02-18,Cameron Pass,COCPMR
10413,99,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89201135 40.51944924),CO,2021-02-18,Cameron Pass,COCPMR
10414,100,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89197355 40.51938635),CO,2021-02-18,Cameron Pass,COCPMR
10415,99,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89192657 40.51930831),CO,2021-02-18,Cameron Pass,COCPMR
10416,100,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89188801 40.5192387),CO,2021-02-18,Cameron Pass,COCPMR
10417,91,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89185121 40.5191755),CO,2021-02-18,Cameron Pass,COCPMR
10418,104,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89181726 40.51911519),CO,2021-02-18,Cameron Pass,COCPMR
10419,91,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89177969 40.51904333),CO,2021-02-18,Cameron Pass,COCPMR
10420,94,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89174804 40.51897874),CO,2021-02-18,Cameron Pass,COCPMR
10421,93,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.8917138 40.51890988),CO,2021-02-18,Cameron Pass,COCPMR
10422,100,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89168338 40.51884805),CO,2021-02-18,Cameron Pass,COCPMR
10423,91,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89165456 40.51878278),CO,2021-02-18,Cameron Pass,COCPMR
10424,116,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89161654 40.51871017),CO,2021-02-18,Cameron Pass,COCPMR
10425,122,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89157801 40.51865128),CO,2021-02-18,Cameron Pass,COCPMR
10426,107,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89154819 40.51859199),CO,2021-02-18,Cameron Pass,COCPMR
10427,103,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89156642 40.51844052),CO,2021-02-18,Cameron Pass,COCPMR
10428,157,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89151774 40.5183878),CO,2021-02-18,Cameron Pass,COCPMR
10429,127,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89148475 40.51832798),CO,2021-02-18,Cameron Pass,COCPMR
10430,109,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89142303 40.5182734),CO,2021-02-18,Cameron Pass,COCPMR
10431,100,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89134397 40.5182335),CO,2021-02-18,Cameron Pass,COCPMR
10432,122,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.8912887 40.51819643),CO,2021-02-18,Cameron Pass,COCPMR
10433,131,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89123803 40.51815087),CO,2021-02-18,Cameron Pass,COCPMR
10434,127,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89118419 40.51809844),CO,2021-02-18,Cameron Pass,COCPMR
10435,125,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89113336 40.5180465),CO,2021-02-18,Cameron Pass,COCPMR
10436,130,,SnowMetrics Probe + Mesa2 tablet + Geode GPS unit,Out-of-track,POINT (-105.89108631 40.51798866),CO,2021-02-18,Cameron Pass,COCPMR
